customer_id,customer,categories_selected,total_spent
39879,Customer_39879,7,114487.45
13050,Customer_13050,7,102830.6
35970,Customer_35970,7,141691.74
97663,Customer_97663,7,106280.8
86769,Customer_86769,7,103647.09
57028,Customer_57028,7,101020.02
96278,Customer_96278,7,109951.83
44063,Customer_44063,7,101614.16
68770,Customer_68770,7,122590.63
89200,Customer_89200,7,104664.1
37921,Customer_37921,7,110999.92
7036,Customer_7036,7,100772.27
74903,Customer_74903,7,121274.5
52599,Customer_52599,7,104670.77
6388,Customer_6388,7,109037.95
17227,Customer_17227,7,106011.75
79367,Customer_79367,7,135640.17
84912,Customer_84912,7,101745.77
23524,Customer_23524,7,112496.02
98884,Customer_98884,7,109744.48
24362,Customer_24362,7,110621.43
54244,Customer_54244,7,105821.59
63238,Customer_63238,7,123106.79
18508,Customer_18508,7,117748.13
55435,Customer_55435,7,116865.81
97501,Customer_97501,7,107227.05
54531,Customer_54531,7,114589.33
12054,Customer_12054,7,106551.75
40242,Customer_40242,7,108021.44
36064,Customer_36064,7,109841.19
66097,Customer_66097,7,115114.07
25163,Customer_25163,7,130432.86
52380,Customer_52380,7,102865.64
70415,Customer_70415,7,112879.88
33092,Customer_33092,7,124659.74
31600,Customer_31600,7,100438.46
95317,Customer_95317,7,100478.42
10346,Customer_10346,7,108185.61
93453,Customer_93453,7,103211.32
20537,Customer_20537,7,128483.52
76576,Customer_76576,7,112912.55
90666,Customer_90666,7,106240.38
58661,Customer_58661,7,100601.24
19968,Customer_19968,7,101927.24
16540,Customer_16540,7,102873.14
26316,Customer_26316,7,100614.53
98860,Customer_98860,7,104397.2
39670,Customer_39670,7,107219.54
47387,Customer_47387,7,113191.61
61107,Customer_61107,7,105648.16
17830,Customer_17830,7,126237.79
87395,Customer_87395,7,108894.89
43949,Customer_43949,7,110207.08
94230,Customer_94230,7,104938.94
89114,Customer_89114,7,146574.77
16249,Customer_16249,7,124312.9
26638,Customer_26638,7,131059.4
72270,Customer_72270,7,113744.74
1790,Customer_1790,7,117269.07
19142,Customer_19142,7,101996.28
38803,Customer_38803,7,118012.22
38030,Customer_38030,7,101672.8
27209,Customer_27209,7,107235.36
23513,Customer_23513,7,133348.35
2585,Customer_2585,7,113397.3
91737,Customer_91737,7,112182.91
6930,Customer_6930,7,112363.44
91054,Customer_91054,7,109013.57
75479,Customer_75479,7,100589.35
58599,Customer_58599,7,100061.4
51087,Customer_51087,7,110669.71
43101,Customer_43101,7,110866.4
60633,Customer_60633,7,115664.83
28285,Customer_28285,7,106546.39
4403,Customer_4403,7,100347.27
3907,Customer_3907,7,128034.54
35992,Customer_35992,7,101146.33
82558,Customer_82558,7,115735.17
569,Customer_569,7,113633.9
62815,Customer_62815,7,133683.81
31157,Customer_31157,7,129733.74
80038,Customer_80038,7,106576.93
31017,Customer_31017,7,103209.49
81843,Customer_81843,7,110025.2
72774,Customer_72774,7,118271.36
2364,Customer_2364,7,102563.59
11059,Customer_11059,7,125819.17
6251,Customer_6251,7,114419.06
39546,Customer_39546,7,100401.96
51310,Customer_51310,7,102364.79
17636,Customer_17636,7,112586.49
47433,Customer_47433,7,120541.86
8487,Customer_8487,7,118593.35
73712,Customer_73712,7,115842.59
2701,Customer_2701,7,107741.61
22576,Customer_22576,7,103608.58
70341,Customer_70341,7,111706.87
96020,Customer_96020,7,105564.12
98988,Customer_98988,7,108130.93
23083,Customer_23083,7,121271.93
48611,Customer_48611,7,118720.14
38665,Customer_38665,7,117795.93
85749,Customer_85749,7,109065.03
51101,Customer_51101,7,102151.46
54306,Customer_54306,7,107282.6
48681,Customer_48681,7,108019.53
221,Customer_221,7,101904.24
76826,Customer_76826,7,106472.29
62428,Customer_62428,7,115927.38
72216,Customer_72216,7,108496.5
54643,Customer_54643,7,122056.92
38514,Customer_38514,7,105828.59
87554,Customer_87554,7,105708.54
90487,Customer_90487,7,116849.4
84312,Customer_84312,7,102352.83
98707,Customer_98707,7,101230.67
76594,Customer_76594,7,119427.92
61572,Customer_61572,7,102885.72
61040,Customer_61040,7,105087.12
72134,Customer_72134,7,136163.9
84252,Customer_84252,7,119076.83
34616,Customer_34616,7,100663.63
14457,Customer_14457,7,108937.04
39748,Customer_39748,7,123601.84
8933,Customer_8933,7,101243.7
67461,Customer_67461,7,100982.79
90891,Customer_90891,7,104679.01
59711,Customer_59711,7,102781.45
18108,Customer_18108,7,104264.5
4369,Customer_4369,7,108528.38
67227,Customer_67227,7,103530.69
3054,Customer_3054,7,100191.29
59764,Customer_59764,7,114779.65
18324,Customer_18324,7,126988.89
25617,Customer_25617,7,101989.93
80087,Customer_80087,7,101272.21
9848,Customer_9848,7,104309.35
86004,Customer_86004,7,105412.86
59033,Customer_59033,7,116325.29
45339,Customer_45339,7,102362.71
84372,Customer_84372,7,101302.65
15828,Customer_15828,7,108148.48
71837,Customer_71837,7,110982.01
24975,Customer_24975,7,100877.87
94056,Customer_94056,7,113922.52
93789,Customer_93789,7,103789.22
66480,Customer_66480,7,118518.66
8074,Customer_8074,7,115214.44
86151,Customer_86151,7,107559.67
8388,Customer_8388,7,118312.13
79569,Customer_79569,7,110721.29
40584,Customer_40584,7,117295.57
60965,Customer_60965,7,104585.06
46629,Customer_46629,7,105051.26
39731,Customer_39731,7,101875.33
51796,Customer_51796,7,102748.47
12906,Customer_12906,7,116328.58
67358,Customer_67358,7,120446.35
22109,Customer_22109,7,105649.31
35105,Customer_35105,7,112583.57
92113,Customer_92113,7,121181.2
67498,Customer_67498,7,101814.24
84261,Customer_84261,7,103497.55
76718,Customer_76718,7,102116.31
82110,Customer_82110,7,104001.08
44027,Customer_44027,7,109176.64
61909,Customer_61909,7,110089.65
73759,Customer_73759,7,112327.34
38376,Customer_38376,7,105698.28
24896,Customer_24896,7,104082.83
46981,Customer_46981,7,100071.37
7860,Customer_7860,7,112325.3
99489,Customer_99489,7,116231.53
74912,Customer_74912,7,108746.7
89728,Customer_89728,7,110119.91
5255,Customer_5255,7,107610.5
76828,Customer_76828,7,117418.04
59243,Customer_59243,7,104111.57
12632,Customer_12632,7,109633.57
50528,Customer_50528,7,105781.91
50174,Customer_50174,7,103845.66
48981,Customer_48981,7,102227.48
45530,Customer_45530,7,111335.39
27326,Customer_27326,7,103742.32
6877,Customer_6877,7,101928.95
68829,Customer_68829,7,102211.11
95376,Customer_95376,7,121329.13
84371,Customer_84371,7,104729.76
31408,Customer_31408,7,112327.84
49611,Customer_49611,7,110261.58
5752,Customer_5752,7,104354.35
75700,Customer_75700,7,111784.44
67658,Customer_67658,7,108584.0
51513,Customer_51513,7,101448.87
22888,Customer_22888,7,107817.55
88596,Customer_88596,7,102849.59
75622,Customer_75622,7,119685.71
1543,Customer_1543,7,109609.76
99757,Customer_99757,7,120274.65
33876,Customer_33876,7,112741.3
75725,Customer_75725,7,106385.22
56531,Customer_56531,7,109495.94
72497,Customer_72497,7,122092.08
52405,Customer_52405,7,101328.48
20023,Customer_20023,7,103467.93
51314,Customer_51314,7,102375.22
72118,Customer_72118,7,114990.38
85236,Customer_85236,7,104564.75
24343,Customer_24343,7,102837.29
79869,Customer_79869,7,108855.82
65722,Customer_65722,7,101021.91
58561,Customer_58561,7,110674.97
